id,role,riotId
2nS26CMhM6F5vjY1WmE4-yg0seri719yD2e_vIphgsmePY0oqU1cis7pT23ZkRHuFzZ0Vuj4UTJ3bg,BOTTOM,
47ElNU7h79mtflgDlxsMbI-4D-NAubY4J1130b51oJyT7jQDaGoYR2VglXZ0Ja18F_dW2UQP_5yYWw,UTILITY,Perchoni
t0aLRIXR_I2PI7IBeHhCPd6KlNudKVsd279e02Q-GsnD614UVvYh0Ovtc-VNO2gxBg2wsh6OHh2OIg,BOTTOM,Giattella
2tEDpEmrku4q-we80tVOjacHWT3v_tYh0SHzaiEZLPQTcVJZRLksSYaUeIImWe9xNeSK5soc9VZfsQ,TOP,EmDrei
mITHJkRjB9zgFkTpJoNw1Vd03nazhzi8eE8JnR7ZgW_-EPwNPvdA_Tb05iH3Hf_2TzeWfv2Gt01_Lg,JUNGLE,ADON GOGGINS
8m6NCDoq5PdKgoh6_P42UCIqbgy5_of1uCLOuXIwZxLGjl7AGfUqhQLDhtbFBAaMqe4akrqV53kAzw,MIDDLE,LUST Kilian Yeah
mMpdcSHCJnSwap4Pg-NvuyX4ByaNWMGQ7KlMvDTz_hLYxW5vQ1nOQBbW9I1oXOqXfvv_idj3TLsj_g,BOTTOM,ad942392
kfrCxZAqkHFPphU4v7U7CDlO5d9VJDENQUirgaf6yRJvawCsvunSzt9fwatEyZSIKiDWN1rTQ_DALw,TOP,Gokkex
fzgSGZi3cdso3Rww84Lv-U4j48WBNXEIc3PjQKxP_SbORGC9cSYl-3qNBZy4FH9Om97OGJDkPKt5eQ,TOP,Hnnibuns
p0ghe6fgs5BRtlBtarKus_p2JXPP6ITzH6HJAWh2-GEnxAKG4G_w8y9dNQIGcKZf5wN5YvLAvFQYNQ,JUNGLE,gothic 3 enjoyer
CkYeTS5eFDw2z6UThJBOqd29zdn6_-LY_uwgIgYr1Ks1GMJIN1l0wpKyiAE4Yw7ZLePwanCoV-ABAA,TOP,TheSwiftExile
ncH-YWaPw0SAZ_Bbv5zJh3q30IwJLB0Xc3j6op9xyMDMogIGEKXYwTPvgq1FXJbjaS5Z1kCskCKVbw,JUNGLE,Joadi
IkOhxrjRkdaxG2osNA8YAX0Q0p5xqCE-Su-5AlkHUZQh3m4Fmxg_rsy9HBMjk-TUqWThqVnmvFq3jg,MIDDLE,Incandescence33
UxIs9-NqyEoibfHzUmZHefWYjXuRbo-RXCz8i15SyGOm1CN5d4ZflM12L4_U0mzUXOftThHFSBXQkA,TOP,FABFABFAB
kSEUyFAY3KalwHDFcFNrkX26S03VmHpoFoRf2A7FAFtNXRZu0vqTCYwdlD80XkwMW3d3CN_sw1KPkg,TOP,Nuclear Engineer
tVtPCe51JhVjs7vURarp7DLcPaTtkOWzAniSeSB4Yyp8_zy1KbTCBgINSKa6y1C8kFzVs02x_zN4hg,JUNGLE,Sinerias
y2K16zL4ld8hbeoJkjb4O0eXQ4_LXgTrKuSvI3qruNdwPqr3DEHcYHe7_TQn8tOOj7aEtihDjFYTkA,TOP,AloisNL
8vp_eOXq8qZ8ugF7jv4-wYOCBTg4izmBP3JDAwjc3djgRfyJFSgSlgfeZywcO5YtuOpqQItcQh6fVw,TOP,ANTÂ
tfZ8exv1Q7bF88Bz9pk45tn3NJSKwfyhlV-5V27PjsDT0eveX1GjAXx-KzT47MKFj5llRCv0oKUsIA,JUNGLE,Sinerias
ejp9smtAFDUl0gEn9eskH0tuuJkfIfNBjJT51ic5sxgU_i8RTpML13aXtBSxI7mR54QGATGICIjbEQ,MIDDLE,Dus Ud
oIflkhYxmVFO38fNlpsgXz3Ygw-JF4PWy9FEfmLstboE1c3StIM_1kaGXb0-CBEpcfqd8WfeksCqXg,TOP,
nvLm9CBlg4LVebJCyIM_Tx3_g4GQByLG_-t6RRz05RTEx9YthkDk9aPDNKKfWRDneAVz9EdeAJgNkQ,JUNGLE,Spooky iwnl
CwTU5dQ25iwHbDtqJbmMNWvzcDzB4CQcgDRJRnyz_qE_xKI2ZSJ8SiJdm1rDarlWKUg9nrINnnVesg,TOP,LegendRX
eb1VZo9ko82GesUtyFRJrdV7JS0kvFgaCdnyl554blgNNRgXcvuXTn9TQdEpJPhzRAxpGWL1xO6BAQ,JUNGLE,ZCQN0FZYUN
AuWWtT8f6yxqiDmlaPbtdzdhSqP8IeSkL85J2vZPiSNK7ZGulnlpLOLaRvxvUswHzLY0MMUt5nXVIQ,TOP,Nature Of Time
pfRMcWU5SEcOSso-QwXHr8lGdFcP0rOYbthwMI9CZdv3o_lHeXW1ExAi9bGQil-Rye90Z5srR1AR-Q,TOP,Izio
y5LgKg4UBPq3bEGWE9JAr8Rtp7JZljjXl4AesRfbwp3Lw49ZwM5RywLr6socridQtZgalFZ0h-DetQ,TOP,GO RagoshixD123
IEqYeDBJ65P82tZMOzpPyowHwwE6o8Y3JSo6-3QHZDXnO9LKThXUQm35vnzZu5vjmbYIlvxP-x1OfQ,TOP,REDZirius
GOiTaw72A72Ef3x8bP_op79AuqLm4OcvDxBWv_dXaFGXw9kC8D2ReepiFl8mI7BB6MIcNKMUqGvu4w,JUNGLE,baby speedy
NwVe3ZlIV6ANVGOMCPH73YmFCRuES6uY5WxhzITSXakUl077lYTuxqw7xtZTn8X0ObI25mRlSGQdeQ,TOP,0MNISSIAH
AeS-vSg2gw7ndOfgnHLt17M59hksfeAtnEaiUyohT8R9mOjqO49gopfxc8cmR5SdyYl9xIuAVkOSVA,TOP,
BsOyMf3Uh-lt2WQpPgTV95Rmm1Xr49MlThlf6hw0dIRwHvtTKB2kt871vpJW-78ClpcKOpbOGsq7-w,JUNGLE,Fαllεn 1
5Ms9n8LEkhToynWEub0gz1NEi2eCpFWKICYWkqk1GOlzUxjtKchv51pOwAKn7qvQ006y3QdGCMEDyA,MIDDLE,Shenoxyr
qPLxlolyWrvx1iRVpKaX8bVKY-KVyWvunAGpbERdSF9eIbuMJgB650xJuX9BU4M9vV3kHZ4ec8iZOQ,TOP,Gengero
SWLveXktNm6NxHIraOR05dT51B3x2HuNV0vxVTJ2sVtC0A6Lts6vLplFGOVB5bf4GkaQwwQldhM18g,TOP,
H9Q6TM3LIpz67LyEax_mYz9AvViCLT5AxVZCr6LnjueP54L-bkxX2QNq1AzLr42FPDv1tY93UHzyIA,JUNGLE,
CuH9ZTcMCx_l5IKCkF2zxCX-GgCbhyabwhCLCgigoAQdrXWNN0zj_j4hm_kGCdUHaPkYGNwF3ClZfg,TOP,Odoamne
jvejvBec_Py6Z63j7DgpG_1vIA-2dK6JP5oxFEAmzRI7rQykhrmDpRqhzts9VQ_5Z85cjnX-zUwcEw,MIDDLE,HAYTEM
vFs66G65O5hKIZWDbP6hhF59pKQ1PHcfdtthHdqpVKhAjJSJ0PeWRYJzASyxmJwGHBDbA7cFpqRIsw,JUNGLE,Insubstituível
VIcn1HPNna0wHFiK4BFSRh1FALHYfj1Qypj8a_idq3HmpFl7qi6t3Adw-JNAcqXpxt1Zbop9QqpIyw,TOP,Dan Maurer
c31vNaCaJAZrwEvE8tpRBK2UDG68Oneow3yRF841RKwh94Wf9b2aYHwfiJCzOPJAs8vyF-hHfjsSZw,TOP,
LVFoyEY3ZfodDp2ujKO8ibPqXWoRUucZa75uvd2tfs5acYEyHACWAMzDArYvcLtntzdCqAK70k-_cA,TOP,Geishu
KwMPrARU1gqLqb6MgvYDtb-4ha05kFq4KhzqMPhePJWYqOryrcIAx-Vg8NAd1Ot5yn0p5v9sdmrC9w,JUNGLE,GRIEZMANNN
ggDzTurtOSjmt0OPJtWDV8f2TG4kQT-yLQmoWDQijAIhhqwu9AlkXawn7fZmrtwf89boU6S5F3cdTw,MIDDLE,xiaolingzi
146Lgga1TgyLMBvH4m2yrYDVlHSTyKoh0UL8POwqdstjjttwqUke9jEOtcXvvPRolN4SPv8ljcRIWw,BOTTOM,Geliog
na49K2nNSpV8P6uUOO8wlOrgsPDdlpjSUaqAoFOobiiOg9Xc4gvYN-AAu-tdCjaVDeq3bAHENK1weQ,UTILITY,T1 Mxe
YmOq7dunODbkOHBSJShTpKeMvboiXG7EdQv2xJpBiTNToYD7xBN8kGefJ8S-gHBnLBDrzCzCK8htkQ,TOP,Ł354
puc_7gOw_jcsq2_4BVAGtar4EZLeCT4vtPnLxyKqSQ3R0bopJQMTqjpUuPvy0VIQ9Es4RpE0Qc1wqA,TOP,Ł354
-wyE-1r6mH9VXumrT1NiT8RoxuJE5Hn2sO8tmV8HxINlpK2NhKo7X0XW6F6A56oW5gxo-vDqRMtIbQ,TOP,iNFiNiTy4200
P2iJqtgYGNbRxkU7k1p_WTxLzWO_AdwY3nZvwTVggUnc9RnqO7-RQcAGtEYcJvUkqC_vfFaqqb5-Ng,BOTTOM,Wo Shi Shanyang
VbnoH9XaGb5a_A3acLXwEPa0QcFezQ1TbOyTS3TQUMceXVnj8RJZosbKOhU7WzgyaQU8k8v9Os6aKg,JUNGLE,Error18547
teUYu4o5XIBG3HL-EXFtFUSSPQ5EfzVkfg-y5Jn07HnTzqt_ekR8rbK3aTHQYAwhmRTSTlZP5Re0Ug,MIDDLE,thundercløuds
nEmtk0huY20_YDKF5bWV8aJCGP7niez5K8KZ7SPS1q0z28fsjwczDWyV6GKCaJNfxyqa7eRXqgVOnQ,TOP,Ł354
8WS_J69Q0Ev68mieUW9DwyHA70y0Q6FB0LIU3rQXIm8DG2JbasU8paeKDk0g2w_0vZedWX0hUirtOQ,JUNGLE,
hLcLBMr_W9op1ttgjtZNcmWf8H1axPWAKLKUdX6DHcnM4ragtiYmlx15cnzOLu5tx1OiURwJJJpyFw,TOP,Makkor
OnEEwndnPFcqTeEXAHC5b5KQ7AtCQSPhANP3eK9V6hDBLcThvl-pshRi8ZaAQyugtJfTjE_4VEOJTA,JUNGLE,DenSygeKamel69
dA91ROXAtsuDz6w13hP717esg7VPW0epZMk34cJFgjOpez1zAmKBqRl4fWkvrJ6gLrhrH8jsu3GhqA,MIDDLE,TheRoyalKanin
dZs7EyRKs4fKl8b5_KUqhGjeW-QyRyBbMvz793mFVktSco1fEU1uy8Gdiu3gLnER7FzhRyrKX_L6dg,TOP,Venour
4FydOeHckXExKtKcbZFHknMYp-a4kZKzqGBKEAJ-fosYnmoThyV5i7TWui5PhQIM1blo0w00Arg6Vw,JUNGLE,Rhilech
Pzs6PkAjDEbzV3BQjaOj2xhsXVJ-1UZlh609wXRRO1VOsN8weYR5Qlm6pMQHiwb8eqobkDaBRLfVtg,TOP,Diablox9
S6zTkWb9T9MfzkIbY3_QxF1AU9n4VubXeEB0gSL3yDlDqGckf3GVFUqPt9FZuWvC1N9iLCucDqbbpA,TOP,Dan Maurer
z2qBHM5mNrjDe9jo_mSFZTlDLRzHQntP5uLEVpNfUdOHnb5bCZO1Pktl_SgLhY3TA_i9OV9xljFFaA,JUNGLE,garen super op 
mwqk-qSZjfrVlm3c0YdhG6lJkOowDIJTVs9FwQkXY_a5UA6kKRRnI0o-Bt7e7Tg_ATYPVAellFehbg,TOP,King Comeback
67K1JQxiMgF4XVPZuoZBeAzwXppNkDAyJSRZ_OesjR2Ej2FN0OfQXq0Qi0mftGTJSRYsViSh4V9QQQ,TOP,Spoodersussi
Dml7isAvvDqLzi_RtgP7RnLZlOPqzLfb-oxrEr_osbA3aeEVZqhpkS0DIeeRA3GUHYM0wpn-3cIKFw,JUNGLE,AlexisRenG
l308IoruvZH_AJ4Y8g2N17M8GQToSKCYpUmKKJX5YzAVl0GRdsrry1A4eXiJPW4Q6MLmYf0n77OO3w,TOP,sussy topIaner
O5l3meygqLxmFpiGc3z_Amdub4DF7O3OZTO8EBuKO20XCoSbbFmZJy--BEVK_8ffaJl4HVoXr43xkg,TOP,twtvFornoreason 
TsRKsE69ew9yynSbkbhjDKJjixzx6AwkRB-R0NgAHwz4qiCD3n8OFark971UAxFX1o22iRbLuh-C6Q,TOP,Nature Of Time
ksiczxAFW2oQ4-y-iaukTOVcev77KjMpNk9EIBFe3_ha1dvym3hub6YeXeDkFKu-dj9uOJusW2B3hw,JUNGLE,DaaaaahVys
VZWyFPXVGdXG3vOKx6bU2niOYXOiqoZcf-HHkHCN7UsBzQqsxQpMQJfT_nZYVlVM8KygzSRRBCtNjA,TOP,Kritias
5-KvoklZ9_c5zavCQxA9nbK4kTkRV1DdYdlFmRiWihI5-H2cyx07j2um5jc9Ck9vxGnEmoFvXcNsZA,TOP,h0laa
BGkLSzIbtDlNQb3cxELnXHfkg2LnuiR5SkFgxNFfM6ia8IdX6xE0qb4lUg4YzeZBXJmT8sq603aYQg,JUNGLE,megademon16
PVGlwxWKelFdic3hiv72SDDKZggzVQNy6tSspBwTFHdT6EHsd9-CcZnPJHACMGLcSo8HhwnG8fM2Ww,TOP,Savitar Reformed
fitb8q646MoJxgpJ8lrCFr-d4L17ODWWb2vlcQov5dA5HjyKJ6K9AAPq2DO8rt81W9d1iPOx8Fhkjg,TOP,Izio
z6OXTNdqsgQP3Vd8VC_n4Q2nYufNIvyasDEqHhXuUVPh3M08nd_Kh1iFaCURD2LFquMiGnB_-WSX3w,TOP,
K73PMUk3NvUziq4iC5GCOgl5CxwcKSn6BdwDIZss3m2v6sNjg-bs-0jLhkRCDd5iQWmEh5eWsZouDA,JUNGLE,
woouxVR9FUmcZOqLhDJaE2qyEMYZ3XVwFM6aR4ONuixJH6Auj1f0_tuTEEmh5KUz1FhIhMzw9Ob2jQ,TOP,Stormaxx
Cnh9DctCIFD484p2xNG_tngotJp-bt1lpyH06MS0m8MwF7s2_THqsy9jcojB1ybP7ODdhgMn_PUAnQ,TOP,Wo Shi Shanyang
ovx8cRHDvaghiuHfEoJlBpn3F_NNtiiCrBXCnxx_1YWU91IDVYudeE715jFROMvI36YD4Fe_ITVoyw,TOP,Êrsin
cAkFy-VEgiINQOnqfogWGJp9QYT3TjRR-cZRcM7ZeEstYoaFDIZEj5VaiV37npfzeY2hUhoyIz4PQA,TOP,Evilzones
Hj3YePeW5qo-ZhogPiLGwUQnLSLglEKea9xNkVRWzxqEov2msWyDk5wGDOz9d2KGZPeWE4YKVpD08A,TOP,Uelindarne
FM4wZvuuYWP2gpvl0ETBTDEnd9AwD2W8-jPd8DA8dOorJnca0qu1EpynD0ADV3n7ViA2I-NXELQnQg,TOP,Bent
jBCF9jWx2xIaDPFghbFveY123fL6mZuEJUiSRC1sjq9gFOehezZZwGeVwd2FSaYg902K4Oo2ApaorA,JUNGLE,
552zr2jbeVHPy-iQHiEg3hvXBR7IQuJt68WFZfOcT9kgTjzGasnYFuoqfgBKGBz4tOB_fRBac_U97g,MIDDLE,S3rum1
7zDpyNJwRDDVtkuhk7j7bPjChAgyOFpVM3qk8WcQuGgd1DBnK9K5HFZDDfhdwkQZ9DeQojj-QPG2zQ,TOP,Shourdy
_2x8FRRCmH7gXeOot5ba4Rquohq-FdUn_II1bzKXrD5p6UUcZA2Cm3rRW-KPHD8V5hP8nNnhTlFdBw,TOP,czarna szmata
NtwLwwa47vh4Iv9cDdHbgdUwotJqG1MLxIpoNym6n2PjhWSSITiCdp2XFftZSPS6VOG7cHyIEm80KQ,TOP,czarna szmata
WntFtNA_NTtLJH2EX0r-uNxf1KJqcjOhSwDzBJ9VZAb07HufK-n29WO-rB3P029-j9BbYdeou7bQcQ,JUNGLE,Jαck Sparow
ARSVowjEDFF_EN0j9nc5u9SHE1Ue6xnXurZB4AuqK1cvX6sIvFBuwqkIBXF_alht612DQGvTFiW2rQ,MIDDLE,Ag0ny
6DGZEdn7_ldTd1GVE9bgu1Ive3j0gRvqxHwJAVtIOHU_EyFWUoszonodBYowZRj_JU8zL5s9jQfrtg,BOTTOM,lowlow08
Y34i0g6Oz9GsUfRuRimLuyQZtm7b-7hsFAOicAA_gNjQ96szfjV2CD4dr4DGZjbqHHbJk4wSMcG9Sw,TOP,SotF Kelvin
7qPf6lnARACKx2UyxI8UktbR9O5RBEqnxpKemRZBvI6IhfHY9p_1BbWt4nDndozn2Bd06GsInBqhqQ,TOP,
a-kHCpoG0eAEkX6RONkopURzi5jONefUNrsSSo52_IFmhRRn6YHdtxaaPD9V6L6AloMYk7Tq7LMKww,TOP,The Great Gary
G_kQhm-dPr_LQctU9-yxhhPvhPzqZIL93i1g8r4YfcjFl-BN6KsuGBbp0pOA1QEg20oepUmM2kBPgg,TOP,ST Aizen
WxQAbiD8jJ0OnBolcxkHWdLLSDAVcI5giLYxHqQWSW7_3M26NRv2F04zmkCgwlocfhAbpbbAlPFuAQ,JUNGLE,MT Wolo
B3bb2ZWGU3RIe-PCQsL2bniBIsHCe6xW9GGEvR_3U0sv8Lsbwe4eNrYKIawai39Df2T6deVh75xg5A,MIDDLE,Ag0ny
ciBSBtb4zBuPopUjoFmqaXBQwWxestBK81URmEkV2XB4oPVijrjzZigZyW0ySkZb02Iuc9RiN8I4yw,BOTTOM,ART Rblindeboom
66xJgdl7j9Ejh1TkKy4wEaza3bvla8dpUKDwLQRUPSeNkNpVQ6UJaswwBYsHQNBpWM4v064XhVwGDg,UTILITY,Ulí
02AAaiz4umiZIfgykwQ2SqTvRHo_FMM_md6rXNH0Iw7B4xuT5RnSFHu5PFs6kW0yVJttBqsop8HH9w,TOP,sagolasın
_CTBius-ANZ1iWwTb1_cryXEuK4v33EZRCCwF1Q0DC34nFAz0CwUQR9mnyojS1ZGArLvC_ObqNha3A,TOP,Inksuo
usL7d396wq6Wu4qZncHqe4G-3dgeel5uLFdknb_K0XgXHhFeLUcesNSohrTWDsRg_M5mkTp0xNtH1A,TOP,Monsieur Dunks
BX0G4UJ7IGX2DJMDSFnwY5KEX4--8BnqgmmsarJJsFHQ-eZVpoocgi7cl9vPzfJRXj034XDsl684gw,JUNGLE,bu rüya benim
N7Vk7se7gWrbeLyC4qG_yj6cxODnhvrfJ6IFumkj62KH7hxSPbqqI9e1qFSTDqrr0SVgBIX7sYxoNg,TOP,
RSAA4-VOqhtmF4Z4MlIQ7nvAVX17RRxutDiU19rP4LGGbhe-YGzbFcpdHe4vjt2ORWe73ejja6KNAA,TOP,pale cali
Te8J8PeGpSi8BKbB37YyYZYTB3fmxLpJB7OIaApuTC622I9k0t90a-bObf5PAwgZKcQTvGVwpbu5tQ,TOP,e ti de quen ves
xdPbWWZhkXv110-QbhikhjEGB1rZDF05zt6laIfk8WHQw2tpHPLXOS_D7cMDInAxR03Rod-pfaSeyA,TOP,tempigostyurcdsq
PWC4o09hSyNtxRQc9FT7h9lxGZ2RUI0Xy1MK7o4-b-W7HjrbgDXA0Z09LdeCtZyfp9OsKFWRT1A80g,JUNGLE,fwuywef
_ioqM8csDmGPnPrrgnsB5H3sfjjF0ojczkt7tHF8PrYMLpVFAYdYISAkuNujpFTRC2FDM7j3S-YaJw,TOP,stardewvalley67
kIytijQZTj1wB2HWybJHdlZB_BsvvVHjmzCaO2I8gBCWEPnnb5AaELSFO8I_UnIcb3nWri_98do8kA,TOP,me love win 
ZiQf8ufyqHOzFCH1X_xaZ_2jkBdpcOCluuR94dkN083iFxtkLRFnBSl355OidwFnn94hKlDEpd4vNg,TOP,blueskies777
AkDpC5EN6rtmnBSqJnz1O4O_cRy_CkkppttMvIyIPZdbPXTeis5wP81tMqxmeDknrZp-WeTP-f3cIw,TOP,D00M IS B00M
8j--Ff8IrD34ENhC6xYAaYL5NQ848QrJgirFcSnLH6DJ2Sd91WYclMfEC64xejEgR-u6HivXqcVXEQ,JUNGLE,Hans SamB
P3SoCUw48cIQZt9rv3il0N5B9rUAJxcFXueJ0jJP5JBslC5BbxXu-KTrn5UuAHxi1MFHkQHQxMlM3Q,MIDDLE,BDSnuc
sIjFe8Cdb7vqW8c2GG517_bK4M2YxYSJIVn9YSplXuIs03vWksBpb-_1aUhxc0BB8A-ppVq6pyC71w,TOP,
--VmXlKdc2PZQrJpfdbIBS0fWerbYdMuXpLclpB8_Zbd1ezoRYuBCyz_tdJpMF3I7egD-x2zh7VIag,TOP,Ward Blue pIs
Zoha0LvMCJ4iFxg4Ec9nH5VvBzoHkxvIqM8quXK06c1ctPHN5ZT0BLWvxWsLzmNfXozmHfTBYswZgw,TOP,Master of Metal
OSSEdLIvKZ9Vpi9Bk0PEbLnS3HsiM0rQYf8eu-C53RRjkTFdpEii5UwOGNFPy-7PryHrqfALkNevTA,JUNGLE,SilentIy
dVJKUat8AaRN0lZFn1qVRwlzURFaPMN78wpAZppDEFAI0cXAT10TVNx8PjrFaIZux7MywUvtP_kQ8g,MIDDLE,opeduyyyyyyy
FhW3oYTk9WhJroYIywFiWaKHtJADnxdyCC0JusQE3ngzEHxfOf78edwXQA36vqzVvfw48IgiLr-m4A,BOTTOM,Omigma
0ifu3ho_F1XmvlLM0vQ7WjO_yHuYsyT8OJFVR-7LDLTw28Grt573vRiUmjiQjxUMNjInxDgVJGKlpw,UTILITY,Jae
epRZMQtvtlsdBjAMUEKaawd06e1EQVuSIc5AJSHvx-rSZP5DRHLotio7CheQ5frmPx4caYvlCaLSEg,TOP,Top For Ban
h98wOoHrJVjdgXgV3lP27Muw0uP_6T2c_fLHzXiRTz0zlaBBLyP6IFq9t88pZNpCSJtdskfaH9v4mg,JUNGLE,Akhündelar
l_AJmjQrCKuSZ7EQW2STZaraOtaXi5OleQvF5Jo4z5OjYJ_58K0zfLr8fMUh0VW-DKqONnWLCgZy9w,TOP,Crowno
MHzmuf0sneiw6DvY7u_er6rtdGQNCH4jUDspy6uSaly-4teFJbaSyy0iAzPErGJ4-F1fjGpfvlxDiQ,JUNGLE,INT Baul
ob3Vx9R5OpOr1kpShVV8GLXhMbY35Qd-Dp08_-uBwNHAiBfIaV9icg38BmjhajRtyvobMNRUQuNtiA,MIDDLE,BACA 2026
fiGB8mUb8L6YlQXqI-mlgi5DBihqrST0ZaTezver4LhzB1zden5k71bEHJ0mXq_waQPkUdDwsY3Wxw,TOP,Wo Shi Shanyang
SigdNO6bblkQBEFlNOCW9oMzHnjsl_O4SJrg-uXbVQaDLLQouwuwiGl7axfKUvqoD0X8imNfig76hw,JUNGLE,
mtaF1Nmdm8LCZDYPPq1AQFzxCz99PUf-Dv3oJBc94k_PqExkyu4RcwJ6urBtew7hFkDD0jji5aF-lA,TOP,TH Bellingham
fTO4_PWRLqrlyfRmfdUqqgs2VC3X-aUTWyJtttUd2kJUDMcv4f-qECYm3RTOqe_Rj3-fSU6t8XDSDQ,JUNGLE,The Green Mile
YMb-GiOALdo-iivESuwycgtSUIZw83cM24YpbUsD1si74zFhYojN6sLLJBUeVS70Xx5e2h3BOMA6bg,TOP,Safírový rytier
7m-xj4ENnGiku_VKpHlA7qo2jKIdjIqoV13kS1nDLpLBUYhYwWJFLsegvwpwcndhZbu-vXDX2yo_kA,TOP,KEVIŃ LEVRONE
O7_Ni0-fhixDApiaF1akTvmszR1yJHMXcxNF9dee5cOKefxXa07yLoFl7iaqfbN4JRvn7AG35Tqe0w,JUNGLE,TwTv Techoteco
YlouVVSJPeuVGtXU0RNlOl9aEKblrFUknZdBCHFBx1sk3kdr8rxq1ZnJFOwvBa1YW1XlxWWk3ZO-Ew,TOP,iNFiNiTy4200
5_Vx3BUM7GrdNZtRVmB-UGBl1af1NQdbeFYbHqv0ONuq-l74RQhqxfhuZiSjAPkfvNjC-zlHn4-0QA,JUNGLE,hammérul
gONfKYsvCdjucPIVmNSwzT2D254xdJWab9epwl6N1lzgd7fq_BaN09M6HqLbSs9KDKtCHq03R7e7_Q,MIDDLE,XXXXXXXXY1
ITBs8P_OF19RO6rlxpcweuhD84qqEiHHOS_8YqrRSv-xCIg6DSNrBu8aSremZbWBNb0mIJsnWCzWTQ,TOP,Se Jong x Suzy
VOJJf7-uiM2j7ml0K8GrGOhlKpvkJaTWagQPH89CA2ZANGFBg8-TMMT35kraKBNovEkld8LbCJApxw,TOP,
PHI_VGnIT0cIDs-Po3QSX4mt8sGNaA6OqT0fHwZYqOe0DoxdLJKiib4MK0lYhgZ6t08yVyU3r1iNbQ,TOP,the pebble
8ELVPQK0tlTRdMQ4gJ58dPKQ0hSpux0iBX_VtCFSs8y0Inab2Kjq2cjKE6BYjfLaa0HqGkGIJIdWUw,JUNGLE,dastindynamite
gAHJnG-MHINx8MVJgV8Ouzj8sgO3BGeVTahbbyKPL2F8m38RHI51qbZX_0YNRvVjcLdheaXrRofOJg,TOP,Szygenda
n3JUelg7a3Kh0v_DvyX0cRJRbcrJB1NsEEqJgL1thrt10wqLWgtIYvlIc8C_ifcVxkPYXONkviiyAg,MIDDLE,Venour
oanYD9fYO3iOLMe7iCLx_y-6dxtKZlbL88wIX2U4j6nfYgb21zEKP8PJFtJMixmz9PGRb8EuDnrYmA,TOP, q t u hgd v
pwBF6u7ska86RmaUIaLIDpWOdea3qkcF3VOsb29R_--dBnPUDSOq-Fjdb31aHc2XrUG15Cofs2YrNA,JUNGLE,Spooky iwnl
bCLCf2wO8At0szSE5QxJS3Tt3mGUqYaLwJ59QsoMxZXbMhbZpTvd4ZUgYBdEvFrHdK-o_xZaUZR2yA,MIDDLE,Molnigt
hmXMpoNgJ_8cjz8CUBRgeKapLUySH4rlRUgfl-ZgO3x0OwJZ9MbKrfgCSxdoGiGv67NlRHrpMwhGRQ,TOP,Sangrod
Pgyrq5PSB9fSGGKoonXoxr9lbjILg47w9TcYdE-qjMvFBnrhQ_jvv42Xs-9Yt9KskR8fUhlMo8EOsg,JUNGLE,KOBZZ FULL FOCUS
h2IILzJYRaKC6D6HM1LA_NQIBSgYysoXt8CL9t-rvKw140Z7F6451yDpKDW2c5wRwTQ6Nf9xRSJZXg,TOP,Shourdy
npo8G58gkpst6FQLi6z5gb0dsilJMf3YGFfE7uHQxuKj6E8uGB_WKYcHxQIks8mYw8GLyLYi330pmQ,JUNGLE,Carnagε
dosgvBUfSvbVijuSx6KfhvpnTeVSd7z6oXGQ7ZeULjsSwbEbuoaufxmqPG9qKub_eTSNrk7eoCs0Sw,TOP,Melonik sama
8FC5uI7V1YNbh9gKiFtDgmygli0VjOkvfb3N2nO7TDA7vmE0qYJUWmDZ-eVLrbGcSIhAkVZ0Z4lTFQ,TOP,Gryƒ
qLJuZg2qXt1lML95LDnsKUo5pqvktcYrYVm5ufT7J9T-Z2mjD5dPCApQAgv38wRwVBlp8sAol7f_TQ,TOP,ZomgWtfSmack
5Kpyyxp_s4449l-gSrBKP08WJEVZbt4-eMkA4vYTEEPcjl70j_7LZ8PvkBdN9bT-ZxBfk45YMp2TIQ,JUNGLE,Razork Right Nut
rEvxzooQRweXMmH7DDE1MAoqk6Zl2-HU1wdAuSvz07X7vG_pwa_gjAWI1b4NNTAOs5Up29tUw6Ma_g,MIDDLE,cadlia
nTdaUTntXq_Ewk25lGsAKO_eC8EJah3RBdjXTyk9jqcRhf10Yf688BKxVnqsFKAxP5LrYZOZh7CKDA,BOTTOM,Skillshot Lander
OEFO57ijYxVV5o8EA4QKXhIjDINIvhepsLyQxECztmLfti9TxYxkt6YWuciJU95N2ryMwxL9uC9fwQ,UTILITY,Nethi
mhGvDIzEZCORf_03rSp2sB0huehBVi2JmDa7Uo2SMZ_Jd7IE7FoajdLFbmoqnk3lgARlFSQOxWzgOw,TOP,Loose Ends999
t2QAmuUtxCsaUpEKAuUq319-Q_3cDTL9cU1sGYCf3kvMnolZCWTzDG9mcuJO3ilZL-PIowB96DTaoQ,JUNGLE,
C9j-WaaCPd_kwOZ-RDnxIK2FP-UVsP7a3HG8jKeE6ULeMmGp1ZbRz8YSIzUAsAd7E-j_hw89zdZBkw,MIDDLE,DavidGoggins Arc
I2Rz-H4xqUzKqe4nSKcuUSwUOPk57F-074iavI6CtKwQq-vIchg_qrG4T3dRKSZgP_BjZWgjKUkqhA,BOTTOM,Loose Ends999
