id,role,riotId
2WPH1dZrZGZWgURwo3aUZ3SUX7hVajUnvhL3QYfnZi2dfHNh2xj8yloL_6pKA8f52EDjwRuKdGm5aA,TOP,TPR Sündiger
pNOeo2FqsZaa_eca82O6eGLzN7AHgHQf26wWQ1GRud-CKoGmm0GdRqcKYl6qPbyqlbM6_7dyMrcfKg,JUNGLE,Thørs Snorresson
kEjQTuzFigF9ogFw_SjgxEfBXvZQe1w2EfxPntiztzeBu_2ktzftaCkRqnKdjlxKEHV0ipQQPoSH1A,TOP,Return of Raider
oEun71PiV5D0PMCyPd3yYO8MW8Du8GDgaDb3Yol8vPI3WRM2Qw5foBd0ukErda0lDpMmfUszag-fqw,MIDDLE,Thørs Snorresson
Ja_9NtFUbaOdXOP9eFtA2Cxx5qtpdoWcSewLcnlKcyJIoM3-8iiv3fkNUmFo_0F0_zZ5dg6-vOF5oA,JUNGLE,LA GADJI PAQUETA
hk7w1LTiSQk4nrCAb-cJXWmvjjrMKO2tklRrQYI6JZe_-tiNjvXRFpV2MBzE_SD7JKM42uc_bgkaJw,TOP,I Stole 6 Goats
-ogDJrFg9LzolVdvVKnyMhIbRXAD2fdDiGWuYC1ncOL6VG2bXfCUDGAcz4GxBdJDwb9zoA332uBaeA,JUNGLE,Thørs Snorresson
EVQgWb65HHbINJjBancCXL8bmwpZIszwxj0ayYtnGySg76JUQ3w127Ghp6Nmez6NqDEvdjZvkrnJkw,MIDDLE,DETDERT TWITCHTV
J2CTj6PrsPL2K11DvyAk36dHYvQqaHRoIjy6yLqABU8-pcQcqQq7keqvF5yBeu0sse9H8bjug3Lr1Q,TOP,
2uFODEPLpv9jlaEeIrLIkI9CxMkfRf9OqpxJJA_pVKuS38ADh6TjnRU_dBZ2k28Y5cMK9sfqE_sqlQ,JUNGLE,Thørs Snorresson
j-u9ZhVD11bQRqM9f4Q-lhWqYOmAgQiHGJduFoRM-Wosz9O1ak5pnlTiV8QUF5aqwlTxf4K9eYZ8aQ,MIDDLE,cadlia
f43--Parvi-wIp8AQeo2BPedbr40ahqJigSssrL3SAbEf16UHGII13PKoxYfPFfT9XR96n2SudvLuA,BOTTOM,tibor
xgUygXc1J-gJ5uBVyOqc-2v3DaDG3q3rikxhRpu3w-_i2wxOy67NoOYYag9siCG6P1eJjrXQfsmyAw,UTILITY,SMRADOCH KAMIL
qu-aJP_7VGAuwIyJDunuvRSL-FqyqZHiXAzeBpiGLTWlMti1oGhKlCVJvfVcRwCfhznNZHtexs8jlQ,TOP,G2 Dracarys
E4KPkEk05MQZ_a1LxbRkr77Kyoz9UTh3BkOYJbT8U4-1To-dUtgNHWFVxTSpLJlMJCadmMQR3cLcXw,TOP,SINMIVAK 2026
yNQJzB2iODMa-GcSq8aS7hoZdpZh3ejcmWC-ED8YeLeBOONrYspLcspqYE6M-7ny0ghrHpMpTge8TQ,JUNGLE,Thørs Snorresson
J_2Yhi09_U3zoCBABqvesm60ZksghHd6AE7Mfk7EfYIlOV6IEddKzgV_5ktZ9OQjORYKdbFGU02KYg,MIDDLE,Roulette
WeFYURtasjVQt15riry_sAVu5BIKhDKQ-fE9yxS52f10amS00rekxoK9dEeX3scuvctOuKrqbfYP-g,BOTTOM,Step On Up
urztBBj_rH9XcMBCblh2WmPChcuBWC0iybydzo240mYTisTDUfVtZwH4pPd9DPauCVIC5__aYLK0Hw,UTILITY,UNV Luis Figo
A6g-Eh_jdMoGHvI9VqWHJeSrNBU3jSEewAjH2cLYjlMEZZ4m61pKt5ZlARxOMsN9iXfTUdri3HCeCQ,TOP,blueskies777
eRHw5qj9g0k_YTmEvypIOGTms-FLWLrnDJGZhue_qr5OavkTqj-YHhpI__M7Fxzscd3CQq73zaGQ4w,JUNGLE,ismααα
DcL-Tmr98r0xsJwTC8j8rW1e7mRUTJS1delOZ8Xs7O900kQ5HtrEV4KAMrkjnH3JD7R0nhwP671idw,MIDDLE,Angelzz
LEnILjOJfqng9uUeKm9zLYC0cVIcgUnMi336LByf9jy5-ZbSQRIb85ZuFemc9RgW4tGK8D1rrGpVfQ,TOP,Wo Shi Shanyang
8RmpUWGVE_2C0xaczyepq9uVeVRhgdbqaIMLPHOZDE7x1LE7Uje9BdQAnBkjgSAvnZhogIe-EgaG0w,JUNGLE,Thørs Snorresson
I6jRemQ9oD-6SdqF6SnlwzYF-AH4TFM5mjNOi9msPZnpVmiwmEQM1pIc5lQS4QrUEK_8tr7aLA5s-g,TOP,blueskies777
onsiPmRKrvavIVAajcBrTlLWa0b9YkU5qT560n6D4Yfc8rn8g6uFZlyIrUTkwAG56RnEBpymiKuFtA,JUNGLE,Jilverinonn
oe0ltoO8ZVKKCEjqz7vkpSD9ggS1QsLqPaO7Usg3WQKD1_BpqCoSBuw8G55ZO8GmGSqbpZ7eVc9PeA,MIDDLE,Angelzz
qBsIfJvKdFvLI71I5MXqqeywHdPxnqwPAR6BLDnbXV-kpo3jqA_ttqXrMOB0KJ1wLhp1y5a_76uXpA,BOTTOM,Nomi
WdUE-Id4-IPdJx6nG00SqSvlrXRXAoMgp5iIAlOG0YelCNvTO_OJJbWM8YaPqIhcEtm1669tfIb30g,UTILITY,sexysurferboy
hlEL1QQowDL-pnolJzmSghEdxMVvKJPtcLQOI9lJu9E3xF5Q0NCge2-dfRk1YMVbsTwX86KhDfz2OQ,TOP,Maynter
seTnGk6telbEceOY3SWcIOGESHTUSEFnUZUksd2MSjfxcF9_uGevnMmBM33upEn4LQqRaI8eC-mTrw,JUNGLE,Thørs Snorresson
aSUB57kcTCBmBXdspitJIV9FN84JOH_7iYNy7FM9bAuP7mFUsdoutesSQlSCGQWEu6vA05z7ebCJGA,MIDDLE,ProudWashedUp
dvT7SZVIpelvOuPz6K2pJJvzxPIdUVV5p0cxFEYSvMUiEbBNT6vHD35a46k27tRHkSB0wLdwWz3oKg,BOTTOM,Error18547
au-M9Tar7ew4UeqvSOv1xAGGRs0bReiVgQp6fWnYfkf89lzwK_8V9jIgjFWGCQHHszJkQYytxrz_KA,TOP,ProudWashedUp
J0vlPaR_how1BJksEJGwzuH3wvvQf3Ulgij9pPpgOJWfBHx5TB2L3HV8H2gbM9YC8y_9p8so_vhU-Q,JUNGLE,Thørs Snorresson
G3dEkQ5fFxyRqFHVQhYYz-2QmQrf886ss2mnvqCj6iy24O_Tz1wZWrmg3W977zBJt7ljphkyTFIT0Q,MIDDLE,
wR1wMkFRWPT0Ai6i-L6GS01zTb3fNr4M2UVcajkVnK6fd-Cujv_i7jneotqOfsW4MiQ7Qc48w5g51w,BOTTOM,Hyeon Ju Yoon
395DvQkVqvrm5Vu8ct36ox1wgvdS-qQKqDJcYjQjPFCxxliwle738mIgzPPCqpwxZw7qcz_daN0cCw,UTILITY,YunkVinoEnjoyer
KL1ufAdc4UXATuz2wX13xE6FJe2vfNvURICjRY2Daf02nPisqE1ups7q7TwfZGkbm_WCdOPnk4W0kw,TOP,Venour
zHRR99DWSdoN0qDLSiilx4ew4hZoDUOA1qjlGCTHOdh2YN4PWria1NyBjrcn2Xpke_di0I0UYolKkw,JUNGLE,
9og1g4J7hjrtAQzvoeGmfoteQRGsp5-EP43kqyNSbcWA8ZYxJBou24bYLnwoC-_vhxHR1itU6Jt65g,TOP,Nillee
ZGVFAX-VzwckHeD_bsgFTjtlSKMnSrml4obhnUQ07vJOIlOKeSJ-f17Y8-DDSWR6TIkTWBj1YyHMxA,JUNGLE,Sinerias
VnxhEIh8qoR0k34fmSMLwptugINC_oKNEPst5JBLPXezRyUETU43IMzpxD-IkDY_VMjGm794QeP5ag,TOP,Return of Raider
d1Dg8JEGrUSBmkxi5JRSd_GXMyJMsD3PORWH13y5VFAMAsOrHmEZ89o6wQZkyFSh9iGgyY6_N7tIQg,JUNGLE,KOJl9N DOMINATOR
nA4HsOM223K9FtXEOxT_xnrIcK5riHeUMdshPD11iUw3QB2ihHPu6YTdCS-xNPMYtnf-IOmmXhI8Mw,MIDDLE,TwTVxKenzuke
p6KSUfqsY4Q6cYLYrw5-l_ip6Uz1owDBYddZ8EUoFPrBADcDcSjblu9KzyoFsta7LB_2MK1FE5E6Rg,BOTTOM,sebbylul
uKP3Az77MfXSlm9_-7-i_xjpwngM4MUzAqYjUmmI57PCouBpNMUafYR1BkwoQICU693Tw2s2gihWhg,UTILITY,Alfonso Campos
e00uIj4_jZcDgEc_Rk9NmfUGE_87snCL3_SOX7BwUouagqjb6lyQHKRAZ30q39KUsbA-6kWzRCJgEw,TOP,ΑrchΦiend
IePFifc0imFTky5OINvet8p10kOTZSnJT6YTB16GxD_n4_teA3MEOt9bvE0wc5FlkqWPu84jLUeSTg,TOP,Agurin
GBeBzLC50fuen52rs_cmBp2FiDxX9_mgAnDRiHo6u7vIptPutUUtFNd4JT0tf0bcQMwYzRRiZpMamg,JUNGLE,DenSygeKamel69
TnrI4_30BjSBtEsROy7jnuuy2fUPAceayxgJSXqGfnbJdjrDv8YQW_khDLpQhlS0NRjIA2D_GmBeIA,BOTTOM,star zall
xCtoUKwcpIgiashHmRwDk8ye1Jjh18QHQMIQFiyFfpyw5AGXlNgQrhs-m6Y5KaLuKowxRY-UDXBwzg,MIDDLE,L Vasco O 
3dc3WZIg09iCJ4Svhh9kwuEkX0NvFp-giBJrtRc7SToDIKBkhFo8NcCLaYBOPjdqYx7Yba_QbnFs0Q,TOP,Kenarettaut
R1VT0w5bmsAm-5T_hssZviGD9D4X80YCtOU2gp0uaMG7F9D72nGi2_HWseKDA1Yakdkmy4-Rln3aeQ,JUNGLE,Bigby WoIf
6C5eAR0kTAFwu8qbPOK6fn-nH9fCiSQGN1_8ZNcwW_zXWZQ6d7AIA4oLprlLX7fRgm4TDhbvZjEZBg,BOTTOM,divine path0
B8fbHfkfamA5NPX1KYw0ulC8_f8AdVAJnejxmoIGraHLlE3jfhOeREE7nuXdHs0sniWb4tZwEbEZcA,MIDDLE,TwTVxKenzuke
qY6i1VMUyVP0qNUr4oBw8TN84CWwu_KMd-dHd4cx1wFQ-rxC2Yw9keUPpvA5RTpibg8DgH1x3QYO7A,TOP,selenex
We_2BIF0lb8r1qW2Ow49NWmrzXEKOxvtBdmB7RGEzlgydNGzM1cERWJVy_R1O864hYBot4_hzU-Uew,JUNGLE,n00b st0mp3r
foIR1mphLhuEwyDqvumQ_63ONvmICHrqLg5uSVtIUv6H0zTscfDWqLpL8PRCO2ZyXXt4d9a-fLfcBw,MIDDLE,Kamiloo
r8pT3X-GLKxHm1CaDtlPWfm89J0bRkBTdwRSugZbYi0AgQBp_4UxCqYcbCRbhss9mhmaWNrHtfTcSg,BOTTOM,appreciation0
LHm55EGAsNw91Up5RsCHHiJP3wcuC6hnosgX3NRU7fZ7lQwTQCX1n0wsRYnARQ0F1yWJOft_cqBwsQ,UTILITY,Pyrkã
L0DtyykXAyz4FmQL-xv1KpVy0qqNDPBz0S-0Cnfkck-PAbEG1pAuMOCso3kq1WiD8YpPDCW5tidPwg,TOP,Gruiku
QP2eiT1jKanY8yumTfc96LSFs69sv1wsopzR6OD6Tfau26oR8O126d7hlXP26t1zKBFkP9nKKPG_5g,JUNGLE,owlonsky
I5BvHRRO8p0MdbQ9ZbTcmADi_4l_zsH0GSWeFMVGEQvsEKinCn7fFYtR1ZrZk3XSfIRemh0ncedlXQ,TOP,e ti de quen ves
BlE98lB8VWg7m0zuhD5ddpsaq--kopQrfor52QVbIXZejcz9sCMzf9EnJHj0o12TLuyZsESLFzyLMA,JUNGLE,Charlie Heaton
toMUj1TngNcM2e42mmEwyDpPbingf94JhWwcYRYSR6xgrzgGp3jTH2BUV9UXxUCq1cZe4-2a9STiEg,MIDDLE,Six10 z
jn8pjDtvb90zhxNSt2GtMyfBadoa-KZHiGf5lFGMNNu5S7sbxY8N5d8z3gl6OUmgIxhoD4hGIwn-Qw,BOTTOM,Akanania
04VjPldmH2Laq66KtI25m_f4I8MGy7xx4YjiW_yKGS22_ukFcTt9uvnLh7pgeSbFQ11INDljGgzXqA,UTILITY,xTrixxie
rMyqd7abDDJTkecH2K6OGG4s0pA1n8GoU5oxwSQQ_BVmlUXzjS6YbxjaS8gMU6J9RkTadUmOxIlDlg,TOP,LFT MAT
Hck3x9m_-J66DvB5_EE_pSzzuP6Ek5pyzNOIdcQPh4KzfyqAOGU4YncLilN9v9utwG4JJb-UfvGxpQ,JUNGLE,Faekomifae
bDKpZrCvP5KpQrB6YleJCJJatNgeYYygRlwTq9WbaTzEyWqT4n_PJ9TI_GRoMhDXe5nWEjNzz3rHAA,MIDDLE,TwTVxKenzuke
R4oM_YLHNPS1tev8vpDzQXuZlI7f11e8cX7-rztn7r7Je0tE6gid9R4AfLTuJCmHv5m1wuUBKCG-tA,BOTTOM,QUE BUENA ROLA
LutLWb2rv83bqEo9tL-aJ8YgM-0rC9nHEQ3qvMGYsLjbmyru6gu84mBQC58LlZ-FiiUZspmop_zrMg,UTILITY,tomorrow
sSup0EW4XtQrOFWbGJ6V4l76e9xzDO79dVttDsRcSJGoJKUUXI0-W7z2M9eIHq6oxjj1LZgQmVBz0w,TOP,
UYXQi95eHXoR3GsphFwajLgHqlCyyvUUNZVQXHzQ2914m530lYJfoO7yfsOTLiHEsHvVnNLLGtF3Kg,JUNGLE,FamiIy FriendIy
JOgB0ChAkMlhxEXXc0afO-N0r7uuug55Ekk3_ZrZAvmlCk_ov9bXWGMl0RPCVYWSI5-ncPg5Ef2a-A,MIDDLE,TwTVxKenzuke
iz75hy_wD8e40PnOrldispGen7xbsw8mZPwPgvljIv24aMIMus9rEI3etzxvaDMRW37UDQyBdEDrBA,BOTTOM,Scorth
UCTpeBap8-p6pfroT9sEHW8xuYgA9divwEm39bAf5D98LtGalbW5eQmI7d9nAi-EG4uNDeShriDugA,UTILITY,darkchri99
8Vij0YIsGSxTsTYC1IxMESQAcmbBuiUnV0llGtdakxJPdSvUTzmIZ_vSruBZK0t_n69owZY1yjWkSw,MIDDLE,Angelzz
W3JoFQ9VIOwyUdn9WKGlWvo3HfsRLgyf_pUV-07Yv4tuu9TGaHjTpIJoQpBHWQMuFuy58IXiDau_QA,JUNGLE,Error18547
LKBER7uqSJucEA72j0AHG3sxqydsMI9UaSnB7N5e_LX_ZLI6HRcos7S2owblqG_kGsjPRUdsflsOog,TOP,Angelzz
3oti05Qr28cg-ZdQ-iiOKNCEFivoUaTFQo59MBPa5exSEkoy0crxPLaYrGTs_WSjEBFpMLheuvBD9g,JUNGLE,dejfDawid1
zxS-WH2PuT6vMR51ExhZi66-n7W8lVve_tQ9sEiT2STFbxO-UmxTOKfD7lkw6bLGglyr9pLn9JartA,MIDDLE,Winter1z
uhYT0g-M0Fj2bA_MWvqhzRcVJ5KS7MhCDy4cRWB7bRt9a3Xt7lkikCwry2Pu1NgL3KBEbpBJbGzTpg,TOP,QloTrGeSdV
14ccrwvIrAEs5eKcPk_7H5jOeuWvEri_3Jbdlrexn7p2buItNaQWUORqO579JYfUI0V5o5xeBmHw-w,JUNGLE,Morendafydd
NNW_ca7KFK3qo8C068DrrAH8uC7hGichGYulpVKuQPUVQieq5MDoNc94gblHCbOv1LpVma8xzmfQdQ,MIDDLE,sTOP speaKING1
fpOKD-Diu0K_TByaenjPgjVKDNjahjueD6emLnKzJOrZ5L9TY-FyCe3OZItLnNLXZ75FbXPvZrRoQA,BOTTOM,TwTVxKenzuke
hAfdddC8TKokWc6ETxxk8V5-4s5BmaCSYCOW33Y77PSq4YJMgo1IZYcr__-AS6CuiPnG-54euQ5xMg,UTILITY,Big  Support DIF
K51lHvuAcSVB3Y_a9FITYQm04TKHboj4KMkCrwynH4TH0lsLpHMhOxXbAYMUBnnCPX-E7IPf-PVpWg,TOP,Peng04
dP96E1xwmrja-ttIyNts-FCLl0qNvXW0yIwBo7JiBwHAGMS7bXbkTCcBFXRnuSZ0gnWa-qcUM4va_w,JUNGLE,Barkoon
Jv49QCQ9JWKQ7fWXXKfelPbV3iBGp73MD-74yLNfIuAQH0dnClvx2oIFDBzuZvK4KdgNma76VR7Ipg,MIDDLE,TwTVxKenzuke
88ZTwg1HZgE0CB0uxALONDu1uiD8XaZAeyzw8UiJ5qyK-sJsS2el4Io-bDk5-oQX9jBOP2VZqaArNA,BOTTOM,i farm u die
2AI9Fjvr8htcyAnUR_7lc2FN0DRzChisTsmzR-ATtedjSRWFzch_HKjQ1vhHImC1kMAxZt6Pwv4HLg,UTILITY,Sleep well buff 
s3YauSrmr0xUpYrftzMtn7Gwv91neV_L4EH8Oj0DP43arZLbck-wEqs9-DD-j3NIRyLXjX6HHEIBxg,TOP,TOPIrrelevant
CBpLFgTA2i2vSTFhupKuGjtDmlDtOqzox85GcuX5BzueWB8TwkiBHYQYGyp77Eh4xH0xnVCYVjNWPQ,TOP,Bissejr15
1UVXhLzFQH-5UvHTSmE-4pmgEBcourYdV8zVZWQDp9ZFjdBnDZeu5PxzODOQ0IPxcVxxgIwry4Pkyw,JUNGLE,Zubac
fPMltkUUGlvh-qAeVBHzyIhzWetEVG-Ys0002uCWatfiOsmG3jpnDigY1356E_dnCFkqCwAU1KWwXQ,MIDDLE,TwTVxKenzuke
RhWLgQ30JHaYBKUDWmab72FzAKmv3Sbbc4OTDNG-fgizF7Weqq8XOympF-CHEQ44nOOGfTiN8KmfCA,BOTTOM,blue the wizard3
qN9hXb91nLybe_YP8UTZr_KverGJjYPJTNADwHOMmICavqSbsMrUnkEytFM5MbloRpblTIebf8RE2w,TOP,Prince Elijah
9Ym0dCiVDu-JANTRsvc5cW9jhVG4x9hryI05Q9F9d4iNzOGleXoug6vqoVelEJz5igeOcZW8i95Nag,JUNGLE,G2H2K Łúcíƒër
LRhhgu0uURVbjz6c6jN1gWKP8vGyrK7FBbk-lrBUBK-QV2Ryv1BGosPtbkqNN5snqBfD2HMr2iNjdQ,MIDDLE,TwTVxKenzuke
kYib86wJXxAZ7rc9jFSMrX_NytUI-VuSRpB3aIdTg6HEijYDy_y8i5EwOJTy9BlonzTB6uNaD6ecqQ,BOTTOM,TeaZing
-I4Ywzrd4J3WiKl_waAXd9FuzYBmcR7RT46Py5HKHaub9HyDL3WGrZHmkhtZOBeN-FoaG7zHlVgS2w,MIDDLE,G2 Dracarys
3XAFFEpH-5gXCtkybVkF07V5ntZy_ZQhPt_-EHASFMpHUV0rSBY5ATzD-e-8277M4q0fOZgMTI4KmA,JUNGLE,Miyamotô Musashî
PNdgKSd34X_5m31khEMzuIAIJsKuz9L5r03pLvYy9jrGE_pajLOBN0wibyhO21p7W9aG709qyo0VIQ,TOP,Charlie Heaton
4YcV4FXqEHtyEyLVgihasn5PbvE5xBPyt6NCLc2SPT-91cDK1r0IMxjSjMAR5rpUX8vo7CkZO47CXg,TOP,TOPIrrelevant
Nkp4gvaky5rZOiyrbeZpy3TAEr8BAvnJ3xcz9P5D9KJmLb8wA5J5qKJ5OicMNXbgA_Atm6r_JWZtgQ,JUNGLE,lec reject1
E67jXLJsQNmZqQFs2NzadlYkQ_YGHh-YRB5HCSRwFvH8wvbNHL_QMq7OmPBIX37n6Ir2-U6eBlsotA,MIDDLE,Stepdad is stuck
qcnt4BPs28Lkfo4qlEIkQRMNHtGXRsXdgcAELQquqgkCgBfr0HiRdKnVruB-UktEVFudxYnGFjp4wA,BOTTOM,Keduii123
-GpVw-s_Tfb-PvMJoFc73ae1Uc58oN-PQrTyo-PiMY305a2G-Iw3o1NdMaOp41y7Y1sjiel56kZmIQ,UTILITY,Hannover
jxnrbGj2usxD3Z5ykKp2ghbui_P9VbIDglIk7fXoMtHgrYIOSUFE0fV51ivrzY2ZL2Js4ASaV7hEjA,TOP,y feeding
WORBwj_bdw3qHM1JeScjohmxXQOwgVU2phIu49PpW_wZvafUq32vzTKxlCm6IL1VHXxWqQS6QnEfcg,JUNGLE,Agurin
g4WUdurP6gEpHEjsItMQ-RROoAiyZKZhkRe2fjRP9Z_TOHUTwAl65OaNxdr7ktGccWznHZoazgBIQg,MIDDLE,TwTv Odysseus131
LriITx-MWHFOupil2tuveqbUcSZgz6nXEHy_oOIX8b1F3Jccl7K6zM9V2CvpfUNWaP74qMY5C-61Mg,BOTTOM,Jesklaa
Z-yOx1W0RSpUyFMWynkSv2izLVti9fOApOZCH3QSS7Lhp7CdjLa4hCjizORNR6kWfsXnCgCBanISWw,UTILITY,reoace
bI9bsBbl-Elraoa-nce4zgjv7yvHM38mSONb4LdDg8o2GznIHx7JvOW18V-8-IzSz3kqzc4vWH2XGA,TOP,Nivle own you
O-hxmAWkrM5Fk8p6gRP_vv6UIpOoQNiOYdCQbGwWIi9-Mw1qmEQpGejmBf3_02YrwLitj2LzRxa4kg,TOP,Return of Raider
E4vzuI_oAAgUD3yqz9e_irqRe2rC_B11bVdaK0WGpcufvt4VjXce4NoBvRXJHcApS9KGRt1v3ep3ow,JUNGLE,Agurin
9EqvAq0dcbwoQLqqIQfTDeatl9znYXBOnyCWm7EFMMxncAsPD2t6vwwABflC_yhK9C7mrMr8FT-Qtw,MIDDLE,Odysseus131
8WXF-WhgODYGj7P400xntZzDNDRU2z-0M_foHLhfS1wP4Vs__6eOCXXiAiNIR0I2yEijDanwJ44k5A,BOTTOM,X7D1j2S8z9M0g6
oIvywc5LJfhhSKnyHjWdUZh2q0Vg089337UAXaIy-zp8__66ag2ZLafV7zACXMxcTMiJ9Hk-bxrE6A,UTILITY,húta
j8sUz8imCiKxCTk8nehOKH5sNinV8GH22ldcza7QwMTli3zqVmpbpEmBFFHzFgGa9slld_8DB1zvPw,TOP,TheDisconnectTV
sQDuMIut5S8jFXCgJ5xZ3zDD6DvsyAyEtWmgkIW-SVYmiZK1jC_ZOBu_NX44phYcR-nsp7SyjEwxQA,TOP,Return of Raider
Kbdm10OgksG6Gw7zYVYVePHvFpAIaZ7MYtBjt-qjedKfeghKgeMB_lGGYCj4BRwBN-ePeYZN-nJsTw,JUNGLE,dastindynamite
q0o4RJ8YBI3BTeIkv6O_43N4LLJYlS3NrA642-cQ0WpZQt-ijtVKue5yGQj1Ns_kwqvmkfGA8c3WgQ,MIDDLE,Odysseus131
WpHsNUMItrp02CyhX_nSnFDphVkHN__BZXgn4y9AnOzW5maYsXnM3b-xEPl5fFDjA7zX_uAD4yev6A,UTILITY,blonde mina
dindEgRJlNRimf90xEK_bIJ8LwMpc1WzcK7fq0ha-3IzWc8Sy4LjGfRpCJXhUwF5rQEWf0JzF08htQ,BOTTOM,keia
Z6qLWXV5kcYTQPFPaBVIjO47ZEhT9_oVs93yu7hqTS1EqJb79qrBPUvFo5-_NF3NTAZDEqqaJoX6Uw,TOP,Return of Raider
vkXhg5gJIowB0lPcHH7971GV0gTMbA4Ql8D3xyjn5Lb_BIMPEMINwb_0Px3rvcwazfQdgmxUCuipAQ,UTILITY,SMRADOCH KAMIL
IeIAsNfmM1InQvqk8Q7h_rGAkJuXfyMeX7oqiAbPVUELj4fESmUn25ltgiSph2-OCZO-oou0akt1Tg,JUNGLE,
HvZRLv-hO1dBoPkBdrWhCEvE8EVUibUMtWRCbBYVN64yN7wyIoz9AwJvjQVvyTKPFnUN8lGtcF79cA,MIDDLE,Six10 z
fR-SnMBCt4NKYmtAeo6DXToIOqGW9igbubKiz-B_XKsBr0dfEnG_mIAvH-DpXBwn7IairbgxaDnuvA,TOP,nenad1v9
EUQNNe1x-_aXHbiHZgRBPT4h2tgMXWZuLaYJBcAX6YSZReXEdM6i6FQuXmyazYOBMJO03dltmw50Yw,JUNGLE,Agurin
-LUmqzpxAfTaCLLEiA0ZEQLgDU7VyB8wrob1sXXR2A6T4JXSfrlQUEYE9hWDyXNqlBkjPzkMdAdr2A,MIDDLE,RKRKZN
N2cv6C-2aayua_nWTJWMiDGepNEohfwUfVUhOfWxYAuOiJpTQSaWoVFalXqRnXwOM_6w4bK_7ACHGw,TOP,Nivle own you
hpF3_U5ey2Yiqg-VHmmhnr1BjP3AlaPZXicxauSTrci6Sp1_M6Qqox2LhFCN1n-Bd2rIZazcxMmbQg,JUNGLE,Agurin
z4ShpCp3s3arSBGENQ8aUc1ti3QHD68UxTgh7233nBn6QUqQWO4PWVzwehCn60ZmR_FZJ3xyWEzL1w,MIDDLE,53 7417
OlXa09cTaVUfX6xsWS7ZeccABjJ6jc44eZOfaN-AuR72xHR_sKrnZfe0B3cs2MZoGJ6t6r43PTFUBQ,BOTTOM,
ixaEwI2jDkx8JqqDjxyuDvMp8AnDuvUtcILCxyzFHmN4rRXhuoMmVqVorJq3Vms-7MYemAJWHxT7pg,UTILITY,electricshoe
SgsA52QxPKC26mwwbUgFY5hI_KVv6A6ISEW4-zjS-WcgOkzA2MFHKlHZZYl0r3X-vbuAnPI-He9hVw,TOP,
m8uG6dI0HNT2QOs_Tst-S6P4WASEGK9XmaVglhMtoTt41eUVYrR0jr_izTkCJwhoWJ7dd1GtzqjvaA,JUNGLE,Spoodersussi v3
v8pCpTeNP5Pu_PfCp6VBT1RZG-2xue6PEAUW-Wae2RlAcdhIew2Npu7H_1RWx2Z__3g1iW201j0rIg,TOP,repentance1
0MQjARQqXdzkmXOpVm7IjLp8Ws27peOmAGb9yB94GBNxlBnIb1tNoT9FBYKXBuMkbSvppwmIsl1c9Q,JUNGLE,Agurin
498216Q-B7zJKrOVUS2amQY7gtQrzI_hLwy5UVhjuWkG_rjVIk3TWlINE838CJ00G5FKxUWOU5z9Rw,MIDDLE,53 7417
4Zq-RHns43iHxKnqNB_VDEbtfyO3iA6A89mC5j6PLmsLw9vHLmaS-RZAxx3f6huUZYKCXjMD4Vo3vg,BOTTOM,Mr HeavyDuty
l6uZCfjo4nlI7gCE6lKDm4LK6ck97EfwaT3SZtpdjoWX_LW9D-JgV1bZM9JIEgCl4suxtxy5HGLoQQ,UTILITY,
izIPKCw7BzalyqlBPByOhpf8iPNi-8w4YKo05TbQq85QUmCKU4616ziW1Mv4jEu1xvJFL_wYgdIRFg,TOP,Shourdy
g-UT09qpopoapbr1qHInUdzlFKU6Se10V1MxEyM4ONVjTaMxT2Z3A8srUktOgvfVAL5avQteIC-dnA,TOP,
vKTf7LJxBjVI89Ydoz8Ws4i0Hdn_fzXLdbWULk0dKMGLLQj4AHBvlZk8STiiwIDO7wf1xJQsI6nEPg,JUNGLE,TTV NattyNattLoL
YkjaBvUfokVKq5zSqwSwDZv9dcvksQtp7_Fu27a3GuLk1Y2bBJRdqnGZ8v2kPVeW0xOKzbEyQ19qtA,MIDDLE,TwitchTVxKenzuke
CxlL7hiWSWDqcxDR8I7L7ZT-d79XuwPPLKerf1X3imv7pNyQ1ohU9J5S52ISaJaO73L1dv_5tmpOfw,BOTTOM,Mishigu
hNN6j2H5MGInrQLmb2lH4Lx3Fm48oTuOUssYhY90CnndxcSN6MBgDTx1pK7TGfO01Pb_AxkLvy4YjQ,UTILITY,eskíí
SlLuehJoRd6GJ8KxhUAqFCCxUAkAcN4ftVMmXZBbTgIGDHEpbXXJcNqmFTN7V8HDq8EONyvBlwNGaw,TOP,BAHAHHAHAHAHAHHA
fZUoyUpcDhyo4_k4cI2jEsEVsd-czqq7k00rIsZZHk0vzXq2e4mIGnElUE5PGTqWoOkzP9-HCv6L1g,TOP,bvigjjerge
mGVdx94lw-PU0zHyyAKs8ONSt_UIXWKknRwyjh6_KKnhF8eNzUKY5RzowxhqYhHVsGOCnS74IuRfrA,JUNGLE,Agurin
In4faCo-X5oZYnWT4FMdnlua0gTom4kya61dBh45YvHAQCJxAkbxKBolPSOy2pOhWSi1Wm9rFoyWbg,MIDDLE,
YVLjMgPfgFH10HjwM6svwo3k-O2pWEqLEXAbUkNLUz4Om_Vtv9STrinI7N1yF3zK9kIj8BP6ws2NLw,BOTTOM,Dragdar
NhOUCgKhQ4kuqFXPktH-BFnmEY8NJpY2LJo4k0g1Rk_tcmUkysv2HWHaOOQ-YbL5wm0cYuHxna7Nog,UTILITY,
